year,age,population
1978,61,454000.0
1978,62,500000.0
1978,63,661000.0
1978,64,840000.0
1978,65,857000.0
1978,66,866000.0
1978,67,813000.0
1978,68,821000.0
1978,69,820000.0
1978,70,789000.0
1978,71,756000.0
1978,72,719000.0
1978,73,676000.0
1978,74,644000.0
1978,75,584000.0
1978,76,556000.0
1978,77,502000.0
1978,78,444000.0
1978,79,390000.0
1978,80,347000.0
1978,81,294000.0
1978,82,258000.0
1978,83,213000.0
1978,84,179000.0
1978,85,148000.0
1978,86,119000.0
1978,87,97000.0
1978,88,75000.0
1978,89,58000.0
1978,90,43000.0
1978,91,31000.0
1978,92,22000.0
1978,93,15000.0
1978,94,11000.0
1978,95,0.0
1978,96,0.0
1978,97,0.0
1978,98,0.0
1978,99,0.0
1979,0,811000.0
1979,1,801000.0
1979,2,797000.0
1979,3,786000.0
1979,4,763000.0
1979,5,783000.0
1979,6,796000.0
1979,7,881000.0
1979,8,998000.0
1979,9,1031000.0
1979,10,1135000.0
1979,11,1209000.0
1979,12,1254000.0
1979,13,1302000.0
1979,14,1319000.0
1979,15,1353000.0
1979,16,1348000.0
1979,17,1308000.0
1979,18,1307000.0
1979,19,1273000.0
1979,20,1242000.0
1979,21,1184000.0
1979,22,1171000.0
1979,23,1154000.0
1979,24,1129000.0
1979,25,1136000.0
1979,26,1107000.0
1979,27,1119000.0
1979,28,1099000.0
1979,29,1121000.0
1979,30,1090000.0
1979,31,1015000.0
1979,32,961000.0
1979,33,856000.0
1979,34,774000.0
1979,35,1032000.0
1979,36,1058000.0
1979,37,1036000.0
1979,38,1258000.0
1979,39,1349000.0
1979,40,1332000.0
1979,41,1252000.0
1979,42,1179000.0
1979,43,1169000.0
1979,44,1148000.0
1979,45,1085000.0
1979,46,889000.0
1979,47,898000.0
1979,48,926000.0
1979,49,992000.0
1979,50,972000.0
1979,51,980000.0
1979,52,914000.0
1979,53,904000.0
1979,54,908000.0
1979,55,849000.0
1979,56,842000.0
1979,57,891000.0
1979,58,938000.0
1979,59,936000.0
1979,60,709000.0
1979,61,467000.0
1979,62,447000.0
1979,63,492000.0
1979,64,649000.0
1979,65,825000.0
1979,66,839000.0
1979,67,846000.0
1979,68,792000.0
1979,69,797000.0
1979,70,794000.0
1979,71,761000.0
1979,72,726000.0
1979,73,688000.0
1979,74,643000.0
1979,75,608000.0
1979,76,548000.0
1979,77,518000.0
1979,78,464000.0
1979,79,408000.0
1979,80,354000.0
1979,81,313000.0
1979,82,261000.0
1979,83,227000.0
1979,84,185000.0
1979,85,154000.0
1979,86,125000.0
1979,87,99000.0
1979,88,78000.0
1979,89,61000.0
1979,90,46000.0
1979,91,33000.0
1979,92,24000.0
1979,93,16000.0
1979,94,11000.0
1979,95,0.0
1979,96,0.0
1979,97,0.0
1979,98,0.0
1979,99,0.0
1980,0,859000.0
1980,1,813000.0
1980,2,804000.0
1980,3,800000.0
1980,4,790000.0
1980,5,767000.0
1980,6,784000.0
1980,7,798000.0
1980,8,886000.0
1980,9,1004000.0
1980,10,1038000.0
1980,11,1144000.0
1980,12,1217000.0
1980,13,1261000.0
1980,14,1310000.0
1980,15,1330000.0
1980,16,1365000.0
1980,17,1362000.0
1980,18,1322000.0
1980,19,1319000.0
1980,20,1285000.0
1980,21,1253000.0
1980,22,1199000.0
1980,23,1183000.0
1980,24,1166000.0
1980,25,1141000.0
1980,26,1145000.0
1980,27,1113000.0
1980,28,1124000.0
1980,29,1104000.0
1980,30,1126000.0
1980,31,1092000.0
1980,32,1017000.0
1980,33,962000.0
1980,34,857000.0
1980,35,774000.0
1980,36,1032000.0
1980,37,1059000.0
1980,38,1036000.0
1980,39,1257000.0
1980,40,1348000.0
1980,41,1331000.0
1980,42,1251000.0
1980,43,1177000.0
1980,44,1166000.0
1980,45,1145000.0
1980,46,1082000.0
1980,47,886000.0
1980,48,895000.0
1980,49,922000.0
1980,50,987000.0
1980,51,966000.0
1980,52,975000.0
1980,53,908000.0
1980,54,898000.0
1980,55,902000.0
1980,56,842000.0
1980,57,836000.0
1980,58,882000.0
1980,59,928000.0
1980,60,925000.0
1980,61,701000.0
1980,62,460000.0
1980,63,441000.0
1980,64,484000.0
1980,65,637000.0
1980,66,807000.0
1980,67,821000.0
1980,68,824000.0
1980,69,770000.0
1980,70,772000.0
1980,71,766000.0
1980,72,731000.0
1980,73,694000.0
1980,74,653000.0
1980,75,608000.0
1980,76,571000.0
1980,77,510000.0
1980,78,479000.0
1980,79,426000.0
1980,80,371000.0
1980,81,319000.0
1980,82,279000.0
1980,83,229000.0
1980,84,197000.0
1980,85,158000.0
1980,86,130000.0
1980,87,104000.0
1980,88,80000.0
1980,89,63000.0
1980,90,48000.0
1980,91,36000.0
1980,92,25000.0
1980,93,17000.0
1980,94,11000.0
1980,95,0.0
1980,96,0.0
1980,97,0.0
1980,98,0.0
1980,99,0.0
1981,0,853000.0
1981,1,858000.0
1981,2,812000.0
1981,3,805000.0
1981,4,801000.0
1981,5,790000.0
1981,6,766000.0
1981,7,781000.0
1981,8,800000.0
1981,9,890000.0
1981,10,1007000.0
1981,11,1045000.0
1981,12,1150000.0
1981,13,1222000.0
1981,14,1266000.0
1981,15,1321000.0
1981,16,1336000.0
1981,17,1372000.0
1981,18,1368000.0
1981,19,1327000.0
1981,20,1323000.0
1981,21,1290000.0
1981,22,1258000.0
1981,23,1201000.0
1981,24,1184000.0
1981,25,1167000.0
1981,26,1141000.0
1981,27,1144000.0
1981,28,1113000.0
1981,29,1123000.0
1981,30,1103000.0
1981,31,1125000.0
1981,32,1091000.0
1981,33,1015000.0
1981,34,960000.0
1981,35,855000.0
1981,36,773000.0
1981,37,1030000.0
1981,38,1057000.0
1981,39,1033000.0
1981,40,1255000.0
1981,41,1345000.0
1981,42,1328000.0
1981,43,1248000.0
1981,44,1174000.0
1981,45,1163000.0
1981,46,1141000.0
1981,47,1078000.0
1981,48,883000.0
1981,49,891000.0
1981,50,917000.0
1981,51,983000.0
1981,52,961000.0
1981,53,968000.0
1981,54,901000.0
1981,55,892000.0
1981,56,894000.0
1981,57,834000.0
1981,58,827000.0
1981,59,873000.0
1981,60,918000.0
1981,61,913000.0
1981,62,690000.0
1981,63,452000.0
1981,64,433000.0
1981,65,475000.0
1981,66,624000.0
1981,67,790000.0
1981,68,800000.0
1981,69,802000.0
1981,70,746000.0
1981,71,745000.0
1981,72,736000.0
1981,73,699000.0
1981,74,660000.0
1981,75,618000.0
1981,76,572000.0
1981,77,533000.0
1981,78,473000.0
1981,79,440000.0
1981,80,388000.0
1981,81,335000.0
1981,82,284000.0
1981,83,246000.0
1981,84,199000.0
1981,85,169000.0
1981,86,134000.0
1981,87,108000.0
1981,88,84000.0
1981,89,65000.0
1981,90,49000.0
1981,91,37000.0
1981,92,27000.0
1981,93,18000.0
1981,94,12000.0
1981,95,0.0
1981,96,0.0
1981,97,0.0
1981,98,0.0
1981,99,0.0
1982,0,855000.0
1982,1,850000.0
1982,2,856000.0
1982,3,811000.0
1982,4,804000.0
1982,5,799000.0
1982,6,785000.0
1982,7,760000.0
1982,8,779000.0
1982,9,798000.0
1982,10,890000.0
1982,11,1007000.0
1982,12,1045000.0
1982,13,1149000.0
1982,14,1221000.0
1982,15,1267000.0
1982,16,1319000.0
1982,17,1336000.0
1982,18,1372000.0
1982,19,1368000.0
1982,20,1328000.0
1982,21,1323000.0
1982,22,1288000.0
1982,23,1255000.0
1982,24,1199000.0
1982,25,1181000.0
1982,26,1163000.0
1982,27,1136000.0
1982,28,1138000.0
1982,29,1108000.0
1982,30,1118000.0
1982,31,1098000.0
1982,32,1119000.0
1982,33,1086000.0
1982,34,1010000.0
1982,35,955000.0
1982,36,851000.0
1982,37,768000.0
1982,38,1026000.0
1982,39,1053000.0
1982,40,1029000.0
1982,41,1250000.0
1982,42,1340000.0
1982,43,1322000.0
1982,44,1243000.0
1982,45,1169000.0
1982,46,1158000.0
1982,47,1136000.0
1982,48,1072000.0
1982,49,878000.0
1982,50,885000.0
1982,51,911000.0
1982,52,976000.0
1982,53,954000.0
1982,54,961000.0
1982,55,894000.0
1982,56,884000.0
1982,57,886000.0
1982,58,827000.0
1982,59,818000.0
1982,60,863000.0
1982,61,906000.0
1982,62,901000.0
1982,63,680000.0
1982,64,444000.0
1982,65,425000.0
1982,66,465000.0
1982,67,610000.0
1982,68,771000.0
1982,69,779000.0
1982,70,778000.0
1982,71,722000.0
1982,72,718000.0
1982,73,705000.0
1982,74,667000.0
1982,75,626000.0
1982,76,582000.0
1982,77,533000.0
1982,78,494000.0
1982,79,436000.0
1982,80,401000.0
1982,81,351000.0
1982,82,299000.0
1982,83,251000.0
1982,84,215000.0
1982,85,171000.0
1982,86,143000.0
1982,87,112000.0
1982,88,89000.0
1982,89,68000.0
1982,90,51000.0
1982,91,38000.0
1982,92,28000.0
1982,93,20000.0
1982,94,14000.0
1982,95,0.0
1982,96,0.0
1982,97,0.0
1982,98,0.0
1982,99,0.0
1983,0,822000.0
1983,1,850000.0
1983,2,846000.0
1983,3,853000.0
1983,4,807000.0
1983,5,800000.0
1983,6,794000.0
1983,7,778000.0
1983,8,757000.0
1983,9,776000.0
1983,10,796000.0
1983,11,887000.0
1983,12,1005000.0
1983,13,1043000.0
1983,14,1146000.0
1983,15,1220000.0
1983,16,1264000.0
1983,17,1317000.0
1983,18,1335000.0
1983,19,1371000.0
1983,20,1369000.0
1983,21,1327000.0
1983,22,1321000.0
1983,23,1286000.0
1983,24,1252000.0
1983,25,1195000.0
1983,26,1177000.0
1983,27,1158000.0
1983,28,1131000.0
1983,29,1134000.0
1983,30,1102000.0
1983,31,1112000.0
1983,32,1094000.0
1983,33,1114000.0
1983,34,1080000.0
1983,35,1004000.0
1983,36,950000.0
1983,37,846000.0
1983,38,765000.0
1983,39,1022000.0
1983,40,1049000.0
1983,41,1025000.0
1983,42,1246000.0
1983,43,1334000.0
1983,44,1317000.0
1983,45,1237000.0
1983,46,1164000.0
1983,47,1152000.0
1983,48,1129000.0
1983,49,1066000.0
1983,50,872000.0
1983,51,879000.0
1983,52,904000.0
1983,53,969000.0
1983,54,946000.0
1983,55,952000.0
1983,56,886000.0
1983,57,876000.0
1983,58,877000.0
1983,59,817000.0
1983,60,808000.0
1983,61,852000.0
1983,62,893000.0
1983,63,887000.0
1983,64,668000.0
1983,65,436000.0
1983,66,416000.0
1983,67,455000.0
1983,68,596000.0
1983,69,751000.0
1983,70,755000.0
1983,71,753000.0
1983,72,695000.0
1983,73,689000.0
1983,74,673000.0
1983,75,632000.0
1983,76,590000.0
1983,77,545000.0
1983,78,496000.0
1983,79,456000.0
1983,80,398000.0
1983,81,363000.0
1983,82,314000.0
1983,83,264000.0
1983,84,218000.0
1983,85,185000.0
1983,86,145000.0
1983,87,119000.0
1983,88,91000.0
1983,89,71000.0
1983,90,54000.0
1983,91,39000.0
1983,92,28000.0
1983,93,20000.0
1983,94,15000.0
1983,95,0.0
1983,96,0.0
1983,97,0.0
1983,98,0.0
1983,99,0.0
1984,0,807000.0
1984,1,818000.0
1984,2,846000.0
1984,3,841000.0
1984,4,849000.0
1984,5,803000.0
1984,6,793000.0
1984,7,785000.0
1984,8,773000.0
1984,9,750000.0
1984,10,771000.0
1984,11,791000.0
1984,12,882000.0
1984,13,1000000.0
1984,14,1039000.0
1984,15,1143000.0
1984,16,1216000.0
1984,17,1261000.0
1984,18,1316000.0
1984,19,1335000.0
1984,20,1373000.0
1984,21,1370000.0
1984,22,1327000.0
1984,23,1321000.0
1984,24,1285000.0
1984,25,1252000.0
1984,26,1194000.0
1984,27,1174000.0
1984,28,1154000.0
1984,29,1127000.0
1984,30,1129000.0
1984,31,1098000.0
1984,32,1108000.0
1984,33,1089000.0
1984,34,1107000.0
1984,35,1074000.0
1984,36,997000.0
1984,37,942000.0
1984,38,838000.0
1984,39,756000.0
1984,40,1014000.0
1984,41,1040000.0
1984,42,1015000.0
1984,43,1236000.0
1984,44,1324000.0
1984,45,1306000.0
1984,46,1227000.0
1984,47,1154000.0
1984,48,1143000.0
1984,49,1122000.0
1984,50,1057000.0
1984,51,863000.0
1984,52,871000.0
1984,53,897000.0
1984,54,960000.0
1984,55,938000.0
1984,56,943000.0
1984,57,877000.0
1984,58,867000.0
1984,59,868000.0
1984,60,808000.0
1984,61,798000.0
1984,62,841000.0
1984,63,879000.0
1984,64,872000.0
1984,65,656000.0
1984,66,427000.0
1984,67,407000.0
1984,68,444000.0
1984,69,580000.0
1984,70,730000.0
1984,71,732000.0
1984,72,726000.0
1984,73,669000.0
1984,74,658000.0
1984,75,640000.0
1984,76,598000.0
1984,77,554000.0
1984,78,508000.0
1984,79,459000.0
1984,80,418000.0
1984,81,361000.0
1984,82,326000.0
1984,83,279000.0
1984,84,232000.0
1984,85,189000.0
1984,86,158000.0
1984,87,121000.0
1984,88,98000.0
1984,89,74000.0
1984,90,57000.0
1984,91,42000.0
1984,92,30000.0
1984,93,21000.0
1984,94,16000.0
1984,95,0.0
1984,96,0.0
1984,97,0.0
1984,98,0.0
1984,99,0.0
1985,0,810000.0
1985,1,807000.0
1985,2,818000.0
1985,3,846000.0
1985,4,843000.0
1985,5,848000.0
1985,6,801000.0
1985,7,791000.0
1985,8,785000.0
1985,9,773000.0
1985,10,751000.0
1985,11,772000.0
1985,12,791000.0
1985,13,883000.0
1985,14,1001000.0
1985,15,1041000.0
1985,16,1144000.0
1985,17,1217000.0
1985,18,1265000.0
1985,19,1320000.0
1985,20,1341000.0
1985,21,1377000.0
1985,22,1374000.0
1985,23,1331000.0
1985,24,1325000.0
1985,25,1289000.0
1985,26,1255000.0
1985,27,1196000.0
1985,28,1177000.0
1985,29,1156000.0
1985,30,1128000.0
1985,31,1130000.0
1985,32,1098000.0
1985,33,1107000.0
1985,34,1089000.0
1985,35,1106000.0
1985,36,1072000.0
1985,37,995000.0
1985,38,940000.0
1985,39,837000.0
1985,40,754000.0
1985,41,1012000.0
1985,42,1038000.0
1985,43,1012000.0
1985,44,1233000.0
1985,45,1320000.0
1985,46,1302000.0
1985,47,1222000.0
1985,48,1149000.0
1985,49,1138000.0
1985,50,1116000.0
1985,51,1051000.0
1985,52,858000.0
1985,53,866000.0
1985,54,891000.0
1985,55,952000.0
1985,56,930000.0
1985,57,935000.0
1985,58,868000.0
1985,59,858000.0
1985,60,858000.0
1985,61,797000.0
1985,62,788000.0
1985,63,828000.0
1985,64,865000.0
1985,65,857000.0
1985,66,644000.0
1985,67,418000.0
1985,68,398000.0
1985,69,433000.0
1985,70,565000.0
1985,71,708000.0
1985,72,707000.0
1985,73,698000.0
1985,74,639000.0
1985,75,627000.0
1985,76,605000.0
1985,77,562000.0
1985,78,517000.0
1985,79,470000.0
1985,80,420000.0
1985,81,380000.0
1985,82,324000.0
1985,83,290000.0
1985,84,244000.0
1985,85,201000.0
1985,86,161000.0
1985,87,134000.0
1985,88,100000.0
1985,89,80000.0
1985,90,59000.0
1985,91,44000.0
1985,92,31000.0
1985,93,22000.0
1985,94,16000.0
1985,95,0.0
1985,96,0.0
1985,97,0.0
1985,98,0.0
1985,99,0.0
1986,0,846000.0
1986,1,812000.0
1986,2,810000.0
1986,3,821000.0
1986,4,850000.0
1986,5,845000.0
1986,6,849000.0
1986,7,802000.0
1986,8,793000.0
1986,9,789000.0
1986,10,775000.0
1986,11,754000.0
1986,12,775000.0
1986,13,795000.0
1986,14,886000.0
1986,15,1006000.0
1986,16,1044000.0
1986,17,1147000.0
1986,18,1222000.0
1986,19,1272000.0
1986,20,1328000.0
1986,21,1349000.0
1986,22,1387000.0
1986,23,1384000.0
1986,24,1341000.0
1986,25,1333000.0
1986,26,1296000.0
1986,27,1261000.0
1986,28,1202000.0
1986,29,1182000.0
1986,30,1159000.0
1986,31,1131000.0
1986,32,1132000.0
1986,33,1101000.0
1986,34,1109000.0
1986,35,1089000.0
1986,36,1107000.0
1986,37,1072000.0
1986,38,995000.0
1986,39,940000.0
1986,40,836000.0
1986,41,753000.0
1986,42,1010000.0
1986,43,1036000.0
1986,44,1011000.0
1986,45,1231000.0
1986,46,1316000.0
1986,47,1298000.0
1986,48,1218000.0
1986,49,1145000.0
1986,50,1134000.0
1986,51,1111000.0
1986,52,1046000.0
1986,53,852000.0
1986,54,860000.0
1986,55,884000.0
1986,56,945000.0
1986,57,921000.0
1986,58,926000.0
1986,59,859000.0
1986,60,847000.0
1986,61,848000.0
1986,62,787000.0
1986,63,776000.0
1986,64,815000.0
1986,65,851000.0
1986,66,841000.0
1986,67,631000.0
1986,68,409000.0
1986,69,388000.0
1986,70,421000.0
1986,71,547000.0
1986,72,683000.0
1986,73,680000.0
1986,74,669000.0
1986,75,610000.0
1986,76,594000.0
1986,77,570000.0
1986,78,525000.0
1986,79,480000.0
1986,80,432000.0
1986,81,382000.0
1986,82,341000.0
1986,83,288000.0
1986,84,253000.0
1986,85,212000.0
1986,86,172000.0
1986,87,135000.0
1986,88,110000.0
1986,89,81000.0
1986,90,63000.0
1986,91,46000.0
1986,92,33000.0
1986,93,23000.0
1986,94,16000.0
1986,95,0.0
1986,96,0.0
1986,97,0.0
1986,98,0.0
1986,99,0.0
1987,0,861000.0
1987,1,843000.0
1987,2,812000.0
1987,3,809000.0
1987,4,821000.0
1987,5,847000.0
1987,6,842000.0
1987,7,848000.0
1987,8,801000.0
1987,9,791000.0
1987,10,787000.0
1987,11,775000.0
1987,12,753000.0
1987,13,771000.0
1987,14,790000.0
1987,15,888000.0
1987,16,1003000.0
1987,17,1053000.0
1987,18,1157000.0
1987,19,1230000.0
1987,20,1280000.0
1987,21,1327000.0
1987,22,1342000.0
1987,23,1377000.0
1987,24,1374000.0
1987,25,1334000.0
1987,26,1321000.0
1987,27,1284000.0
1987,28,1249000.0
1987,29,1190000.0
1987,30,1173000.0
1987,31,1152000.0
1987,32,1121000.0
1987,33,1113000.0
1987,34,1091000.0
1987,35,1102000.0
1987,36,1087000.0
1987,37,1107000.0
1987,38,1078000.0
1987,39,1003000.0
1987,40,955000.0
1987,41,849000.0
1987,42,760000.0
1987,43,1022000.0
1987,44,1046000.0
1987,45,1020000.0
1987,46,1242000.0
1987,47,1323000.0
1987,48,1306000.0
1987,49,1226000.0
1987,50,1154000.0
1987,51,1137000.0
1987,52,1112000.0
1987,53,1048000.0
1987,54,855000.0
1987,55,858000.0
1987,56,882000.0
1987,57,940000.0
1987,58,918000.0
1987,59,921000.0
1987,60,856000.0
1987,61,843000.0
1987,62,839000.0
1987,63,781000.0
1987,64,769000.0
1987,65,807000.0
1987,66,840000.0
1987,67,824000.0
1987,68,616000.0
1987,69,396000.0
1987,70,378000.0
1987,71,409000.0
1987,72,529000.0
1987,73,661000.0
1987,74,655000.0
1987,75,639000.0
1987,76,579000.0
1987,77,561000.0
1987,78,534000.0
1987,79,490000.0
1987,80,445000.0
1987,81,397000.0
1987,82,345000.0
1987,83,306000.0
1987,84,256000.0
1987,85,223000.0
1987,86,183000.0
1987,87,145000.0
1987,88,113000.0
1987,89,89000.0
1987,90,67000.0
1987,91,51000.0
1987,92,35000.0
1987,93,25000.0
1987,94,17000.0
1987,95,0.0
1987,96,0.0
1987,97,0.0
1987,98,0.0
1987,99,0.0
1988,0,892000.0
1988,1,869000.0
1988,2,853000.0
1988,3,821000.0
1988,4,818000.0
1988,5,829000.0
1988,6,853000.0
1988,7,848000.0
1988,8,856000.0
1988,9,809000.0
1988,10,799000.0
1988,11,794000.0
1988,12,782000.0
1988,13,760000.0
1988,14,779000.0
1988,15,800000.0
1988,16,895000.0
1988,17,1008000.0
1988,18,1064000.0
1988,19,1171000.0
1988,20,1244000.0
1988,21,1293000.0
1988,22,1342000.0
1988,23,1359000.0
1988,24,1394000.0
1988,25,1390000.0
1988,26,1349000.0
1988,27,1335000.0
1988,28,1296000.0
1988,29,1262000.0
1988,30,1202000.0
1988,31,1185000.0
1988,32,1162000.0
1988,33,1132000.0
1988,34,1122000.0
1988,35,1099000.0
1988,36,1108000.0
1988,37,1093000.0
1988,38,1112000.0
1988,39,1082000.0
1988,40,1006000.0
1988,41,957000.0
1988,42,850000.0
1988,43,761000.0
1988,44,1023000.0
1988,45,1047000.0
1988,46,1021000.0
1988,47,1241000.0
1988,48,1321000.0
1988,49,1304000.0
1988,50,1223000.0
1988,51,1150000.0
1988,52,1135000.0
1988,53,1108000.0
1988,54,1044000.0
1988,55,850000.0
1988,56,853000.0
1988,57,877000.0
1988,58,932000.0
1988,59,911000.0
1988,60,912000.0
1988,61,847000.0
1988,62,834000.0
1988,63,830000.0
1988,64,770000.0
1988,65,757000.0
1988,66,793000.0
1988,67,824000.0
1988,68,807000.0
1988,69,601000.0
1988,70,386000.0
1988,71,366000.0
1988,72,395000.0
1988,73,510000.0
1988,74,636000.0
1988,75,626000.0
1988,76,608000.0
1988,77,548000.0
1988,78,527000.0
1988,79,498000.0
1988,80,453000.0
1988,81,408000.0
1988,82,361000.0
1988,83,310000.0
1988,84,271000.0
1988,85,224000.0
1988,86,193000.0
1988,87,155000.0
1988,88,122000.0
1988,89,93000.0
1988,90,72000.0
1988,91,53000.0
1988,92,40000.0
1988,93,27000.0
1988,94,19000.0
1988,95,0.0
1988,96,0.0
1988,97,0.0
1988,98,0.0
1988,99,0.0
1989,0,882000.0
1989,1,906000.0
1989,2,883000.0
1989,3,867000.0
1989,4,835000.0
1989,5,832000.0
1989,6,841000.0
1989,7,865000.0
1989,8,861000.0
1989,9,867000.0
1989,10,821000.0
1989,11,810000.0
1989,12,805000.0
1989,13,793000.0
1989,14,771000.0
1989,15,792000.0
1989,16,810000.0
1989,17,904000.0
1989,18,1025000.0
1989,19,1085000.0
1989,20,1192000.0
1989,21,1266000.0
1989,22,1317000.0
1989,23,1367000.0
1989,24,1382000.0
1989,25,1417000.0
1989,26,1412000.0
1989,27,1369000.0
1989,28,1353000.0
1989,29,1316000.0
1989,30,1281000.0
1989,31,1218000.0
1989,32,1201000.0
1989,33,1177000.0
1989,34,1146000.0
1989,35,1135000.0
1989,36,1110000.0
1989,37,1119000.0
1989,38,1102000.0
1989,39,1119000.0
1989,40,1089000.0
1989,41,1012000.0
1989,42,961000.0
1989,43,854000.0
1989,44,763000.0
1989,45,1025000.0
1989,46,1048000.0
1989,47,1022000.0
1989,48,1242000.0
1989,49,1320000.0
1989,50,1302000.0
1989,51,1221000.0
1989,52,1149000.0
1989,53,1131000.0
1989,54,1104000.0
1989,55,1040000.0
1989,56,847000.0
1989,57,849000.0
1989,58,872000.0
1989,59,926000.0
1989,60,903000.0
1989,61,903000.0
1989,62,838000.0
1989,63,824000.0
1989,64,819000.0
1989,65,759000.0
1989,66,746000.0
1989,67,779000.0
1989,68,808000.0
1989,69,789000.0
1989,70,586000.0
1989,71,375000.0
1989,72,356000.0
1989,73,382000.0
1989,74,491000.0
1989,75,609000.0
1989,76,598000.0
1989,77,576000.0
1989,78,516000.0
1989,79,492000.0
1989,80,462000.0
1989,81,416000.0
1989,82,372000.0
1989,83,324000.0
1989,84,275000.0
1989,85,237000.0
1989,86,193000.0
1989,87,164000.0
1989,88,130000.0
1989,89,101000.0
1989,90,75000.0
1989,91,56000.0
1989,92,41000.0
1989,93,30000.0
1989,94,20000.0
1989,95,0.0
1989,96,0.0
1989,97,0.0
1989,98,0.0
1989,99,0.0
1990,0,911000.0
1990,1,894000.0
1990,2,918000.0
1990,3,894000.0
1990,4,879000.0
1990,5,848000.0
1990,6,844000.0
1990,7,852000.0
1990,8,875000.0
1990,9,873000.0
1990,10,879000.0
1990,11,832000.0
1990,12,821000.0
1990,13,815000.0
1990,14,804000.0
1990,15,783000.0
1990,16,803000.0
1990,17,820000.0
1990,18,920000.0
1990,19,1043000.0
1990,20,1104000.0
1990,21,1211000.0
1990,22,1286000.0
1990,23,1335000.0
1990,24,1384000.0
1990,25,1399000.0
1990,26,1432000.0
1990,27,1426000.0
1990,28,1383000.0
1990,29,1366000.0
1990,30,1328000.0
1990,31,1292000.0
1990,32,1230000.0
1990,33,1211000.0
1990,34,1188000.0
1990,35,1156000.0
1990,36,1144000.0
1990,37,1118000.0
1990,38,1126000.0
1990,39,1108000.0
1990,40,1125000.0
1990,41,1093000.0
1990,42,1014000.0
1990,43,964000.0
1990,44,854000.0
1990,45,766000.0
1990,46,1026000.0
1990,47,1049000.0
1990,48,1023000.0
1990,49,1242000.0
1990,50,1319000.0
1990,51,1301000.0
1990,52,1220000.0
1990,53,1147000.0
1990,54,1128000.0
1990,55,1100000.0
1990,56,1034000.0
1990,57,842000.0
1990,58,844000.0
1990,59,866000.0
1990,60,919000.0
1990,61,895000.0
1990,62,894000.0
1990,63,829000.0
1990,64,815000.0
1990,65,807000.0
1990,66,747000.0
1990,67,732000.0
1990,68,764000.0
1990,69,790000.0
1990,70,769000.0
1990,71,569000.0
1990,72,364000.0
1990,73,343000.0
1990,74,368000.0
1990,75,472000.0
1990,76,582000.0
1990,77,566000.0
1990,78,543000.0
1990,79,482000.0
1990,80,456000.0
1990,81,424000.0
1990,82,378000.0
1990,83,334000.0
1990,84,288000.0
1990,85,240000.0
1990,86,205000.0
1990,87,165000.0
1990,88,137000.0
1990,89,107000.0
1990,90,81000.0
1990,91,58000.0
1990,92,43000.0
1990,93,31000.0
1990,94,22000.0
1990,95,0.0
1990,96,0.0
1990,97,0.0
1990,98,0.0
1990,99,0.0
1991,0,833000.0
1991,1,917000.0
1991,2,904000.0
1991,3,929000.0
1991,4,905000.0
1991,5,889000.0
1991,6,858000.0
1991,7,853000.0
1991,8,861000.0
1991,9,885000.0
1991,10,883000.0
1991,11,888000.0
1991,12,841000.0
1991,13,830000.0
1991,14,825000.0
1991,15,814000.0
1991,16,794000.0
1991,17,814000.0
1991,18,835000.0
1991,19,937000.0
1991,20,1063000.0
1991,21,1124000.0
1991,22,1232000.0
1991,23,1306000.0
1991,24,1354000.0
1991,25,1400000.0
1991,26,1415000.0
1991,27,1447000.0
1991,28,1439000.0
1991,29,1395000.0
1991,30,1379000.0
1991,31,1341000.0
1991,32,1303000.0
1991,33,1240000.0
1991,34,1221000.0
1991,35,1196000.0
1991,36,1164000.0
1991,37,1151000.0
1991,38,1124000.0
1991,39,1131000.0
1991,40,1114000.0
1991,41,1130000.0
1991,42,1097000.0
1991,43,1017000.0
1991,44,965000.0
1991,45,856000.0
1991,46,766000.0
1991,47,1025000.0
1991,48,1048000.0
1991,49,1021000.0
1991,50,1239000.0
1991,51,1316000.0
1991,52,1297000.0
1991,53,1216000.0
1991,54,1142000.0
1991,55,1123000.0
1991,56,1094000.0
1991,57,1028000.0
1991,58,837000.0
1991,59,838000.0
1991,60,858000.0
1991,61,909000.0
1991,62,884000.0
1991,63,883000.0
1991,64,818000.0
1991,65,803000.0
1991,66,794000.0
1991,67,734000.0
1991,68,718000.0
1991,69,747000.0
1991,70,771000.0
1991,71,748000.0
1991,72,554000.0
1991,73,352000.0
1991,74,331000.0
1991,75,353000.0
1991,76,449000.0
1991,77,554000.0
1991,78,535000.0
1991,79,508000.0
1991,80,448000.0
1991,81,421000.0
1991,82,387000.0
1991,83,341000.0
1991,84,298000.0
1991,85,253000.0
1991,86,208000.0
1991,87,175000.0
1991,88,138000.0
1991,89,114000.0
1991,90,87000.0
1991,91,65000.0
1991,92,46000.0
1991,93,32000.0
1991,94,22000.0
1991,95,0.0
1991,96,0.0
1991,97,0.0
1991,98,0.0
1991,99,0.0
1992,0,812000.0
1992,1,844000.0
1992,2,928000.0
1992,3,916000.0
1992,4,941000.0
1992,5,918000.0
1992,6,901000.0
1992,7,868000.0
1992,8,863000.0
1992,9,871000.0
1992,10,896000.0
1992,11,893000.0
1992,12,899000.0
1992,13,851000.0
1992,14,840000.0
1992,15,836000.0
1992,16,828000.0
1992,17,808000.0
1992,18,831000.0
1992,19,858000.0
1992,20,966000.0
1992,21,1091000.0
